и|744|149|27|32
проведение|808|147|296|44
испытаний,|40|201|295|42
определение|377|200|332|44
основных|745|198|241|35
пара-|1021|198|150|43
метров|39|252|183|43
гидрантов|255|251|270|44
и|560|251|27|32
технических|623|242|331|43
условий|986|240|213|53
для|40|303|88|39
применения|166|302|300|43
их|500|302|59|33
в|591|302|26|31
оросительных|653|300|364|45
сис-|1052|299|117|34
темах|41|353|151|34
с|226|354|24|33
эффектоы|716|342|238|52
от|990|351|57|33
внед-|1080|350|151|40
рения|40|404|150|43
300|226|394|86|44
гидрантов|347|403|272|44
на|654|403|56|32
оросительной|744|392|362|53
си-|1143|400|88|34
стеме|41|455|149|33
совхоза|716|453|209|34
50|962|442|56|44
тысяч|1052|451|146|35
рублей|40|495|183|55
в|257|506|26|33
год,|317|505|110|42
с|469|506|24|31
Ээкономней|531|495|272|43
[|838|494|56|44
тонн|929|503|118|34
метал-|1079|502|183|34
ла|40|556|58|34
на|133|557|58|31
каждые|227|556|176|39
100|440|546|87|43
гидравнтов|559|555|299|42
new_document
Черненка|39|41|243|51
Василия|318|41|210|42
Нковлевича,|41|91|326|50
стариего|41|150|238|42
научного|317|150|239|44
сотрудника|41|200|302|44
За|41|40|57|42
участве|130|50|212|42
в|379|51|25|32
разработке|437|40|304|52
рекомендаций|777|40|364|52
по|1177|49|55|33
режиму|40|100|182|44
орошения|256|100|240|43
осужаемых|530|100|276|44
земель,|841|100|201|40
раз-|1082|99|123|43
работку|40|141|211|54
схемы|287|151|149|33
систем,|40|201|203|40
графиков|285|192|241|51
для|561|201|89|39
определения|684|200|336|42
полив-|1056|200|179|33
ных|40|250|90|34
норы,|163|251|142|42
за|350|250|52|33
обеспечение|438|241|334|43
певыжения|810|250|269|34
уро-|1111|251|124|42
хаев|39|301|120|32
на|193|301|57|32
мощных|283|301|183|39
торфяниках|500|293|305|51
на|838|300|56|32
20-50|933|291|148|43
пре-|1115|300|119|43
центов|41|351|180|38
с|256|353|23|31
помощью|318|352|209|40
глубокого|559|343|274|52
дренажа|868|353|236|43
Макарову|83|35|257|61
Вадентину|377|35|270|61
Сергеевну,|100|89|294|52
стариего|99|148|239|43
научного|375|148|238|43
-|20|210|32|29
Ссотрудника|99|198|303|44
За|41|40|56|43
разработку|131|39|303|54
способа|469|39|211|44
промыывки|715|49|242|42
засолен-|994|47|239|35
ных|41|101|88|33
земыелъь|166|100|177|33
с|378|101|23|32
кулътуёо!|439|91|271|92
риса,|744|99|142|42
за|932|98|56|33
внедре-|1022|98|211|43
ние|39|151|88|32
его|164|150|85|33
на|286|150|55|32
площади|377|150|209|39
3|596|135|64|63
тысячи|683|149|181|34
гектаров|898|149|241|42
и|1174|148|26|32
получение|41|201|269|43
чистого|346|200|208|34
дохода|591|199|181|40
270|810|190|85|43
рублей|927|189|182|53
с|1144|199|24|33
одного|40|250|177|39
гектара|254|250|232|43
Сидько|42|41|176|48
Алекоандра|255|40|303|52
Андреевича,|39|91|328|52
старнего|41|150|239|42
научного|317|149|239|45
сотрудника|40|200|305|44
За|41|40|57|42
участие|131|48|211|46
в|379|50|26|31
разработке|437|38|305|53
научных|776|47|213|44
еснов|1021|47|150|34
капитальных|42|98|334|34
промывок|409|97|241|44
засоленных|686|97|302|33
Почв,|1022|96|140|41
за|43|148|54|34
внедрение|654|147|271|43
в|961|147|26|33
усле-|1019|146|153|45
виях|40|199|121|33
Голодной|193|189|242|48
степи|468|198|151|33
на|653|197|57|33
Площади|747|196|210|41
8,3|991|186|89|52
ты-|1113|196|89|33
СЯЧИ|41|238|119|59
гвктаё|194|249|204|82
Экономический|438|238|396|44
эффект|869|239|178|52
о*|1082|247|58|33
вледрения|41|299|272|33
60|379|290|26|41
рублей|437|287|180|55
с|653|298|25|33
одного|714|297|178|39
Гектара|928|295|237|44
об|41|339|54|44
годовой|223|341|211|41
эффект|469|339|179|53
от|683|348|57|33
внедрения|776|347|273|43
соес|1082|347|120|33
тавляет|42|400|209|34
1200|319|390|86|43
тысяя|439|399|150|33
рублей|621|389|208|53
За|42|40|57|42
участие|131|50|213|43
в|379|50|26|32
разработке|439|40|303|53
схены|778|49|151|34
райовиро-|961|40|272|52
вания|42|99|150|33
земель|228|100|178|33
пе|441|100|54|33
способамы|532|89|243|44
и|807|99|27|32
технике|869|99|209|33
Пполи-|1114|98|150|34
ва,|42|149|80|41
В|165|150|26|31
составлении|227|149|330|33
системы|593|149|215|33
физико-геогра-|837|140|427|51
фических|40|190|244|51
единиц,|317|199|202|41
Природных|563|198|273|43
и|868|198|28|32
хозяйствен-|926|188|338|43
Ных|42|249|89|32
показателей,|166|239|353|50
определяющих|561|247|367|43
выбо|961|236|116|44
способов|42|287|242|44
и|318|298|26|31
техники|380|298|209|32
полива|625|296|204|36
Годовой|868|287|211|48
эко-|1114|295|120|35
номический|42|338|302|43
эффект|379|338|179|53
от|592|347|58|33
внедрения|685|346|272|42
22500|994|337|147|42
ты-|1175|347|89|32
сяч|42|396|88|33
рублей|163|386|206|53
Волчкову|79|48|240|53
Татьяну|352|49|214|52
Леонидовну,|75|98|329|53
‹|35|167|5|9
инкенере|77|157|242|43
Иванцову|40|40|242|53
Тамару|316|40|181|53
Ивановну,|532|40|262|52
старшего|40|98|239|44
инженера|317|98|241|44
За|40|40|57|43
участкие|130|50|211|44
в|377|50|27|32
равработке|436|39|304|54
схемы|775|49|151|33
райониро-|958|39|272|52
вания|40|100|150|33
орошаемых|224|100|271|43
земель|531|100|178|33
по|743|99|56|34
способам|836|88|242|45
и|1110|98|27|33
технике|41|152|209|33
понива,|288|151|199|42
за|532|150|54|33
обоснование|621|140|332|44
выбора|990|140|179|53
способов|40|192|243|43
и|316|202|27|32
техники|377|201|209|34
ПОЛЕва|624|201|177|34
в|837|202|26|31
зависимости|900|200|329|34
от|40|253|56|32
климатических|131|252|395|33
рельефных,|558|243|297|52
почвенных,|899|251|292|41
биологических|41|292|394|44
условий|464|294|240|51
Годовой|744|292|210|48
экономи-|990|301|240|34
ческий|40|344|181|42
эффект|256|344|177|52
от|466|353|57|32
внедрения|560|352|272|43
22500|869|342|149|43
тысяч|1051|352|147|33
рублей|39|389|205|61
`|505|412|3|3
Мясникову|41|40|274|53
Лыдию|349|41|152|47
Дмитриевну,|39|91|331|53
старвего|42|150|240|44
инженера|319|149|242|44
За|40|41|57|42
участие|129|50|213|44
в|378|50|26|33
разработке|435|39|304|53
конструкция|775|47|331|45
гнёзента|39|100|242|85
ГВ-3|315|90|120|43
(авторское|471|88|300|54
свидетельство|806|96|390|41
№|39|143|31|41
291689),|165|142|169|50
организацию|378|149|333|44
и|744|149|27|32
проведение|808|147|296|44
испытаний,|40|201|295|42
определение|377|200|332|44
основных|745|198|241|35
пара-|1021|198|150|43
метров|39|252|183|43
гидрантов|255|251|270|44
и|560|251|27|32
технических|623|242|331|43
условий|986|240|213|53
для|40|303|88|39
применения|166|302|300|43
их|500|302|59|33
в|591|302|26|31
оросительных|653|300|364|45
сис-|1052|299|117|34
темах|41|353|151|34
с|226|354|24|33
эффектоы|716|342|238|52
от|990|351|57|33
внед-|1080|350|151|40
рения|40|404|150|43
300|226|394|86|44
гидрантов|347|403|272|44
на|654|403|56|32
оросительной|744|392|362|53
си-|1143|400|88|34
стеме|41|455|149|33
совхоза|716|453|209|34
50|962|442|56|44
тысяч|1052|451|146|35
рублей|40|495|183|55
в|257|506|26|33
год,|317|505|110|42
с|469|506|24|31
Ээкономней|531|495|272|43
[|838|494|56|44
тонн|929|503|118|34
метал-|1079|502|183|34
ла|40|556|58|34
на|133|557|58|31
каждые|227|556|176|39
100|440|546|87|43
гидравнтов|559|555|299|42
new_document
Настуха|40|45|216|53
Василия|287|44|213|43
Фомича,|532|40|208|53
тлавкого|41|102|243|37
инкенера|315|100|246|38
кож-|595|98|120|36
хоза|38|153|123|36
"7|197|142|59|45
а*|414|140|54|46
Геродок-|536|149|209|46
ского|23|192|168|67
ОНа|322|203|86|35
Ва|40|40|60|44
внедрение|132|47|277|46
ыеханизации|440|45|336|41
трудоемких|812|41|301|47
процессев|42|100|275|47
хивотноводства|347|96|427|42
на|810|95|57|35
95|903|84|56|45
про-|993|93|120|45
центов,|40|151|246|46
В|257|133|34|68
тои|322|149|87|36
чиоле|442|149|151|35
подготовку|625|144|394|45
кормов|1115|144|28|33
иа|43|204|56|34
100|131|192|93|46
процентов,|257|199|297|48
автопоение|566|196|304|38
на|902|196|57|35
1|993|185|26|44
и|42|255|30|34
доение|104|252|184|43
на|318|252|59|34
90|412|241|58|44
процентев,|503|247|297|49
полеводетва|810|237|331|63
на|43|306|57|35
95|136|295|56|45
процентов,|204|287|320|66
протрессивных|534|287|402|66
прае-|963|295|151|47
мов-на|43|356|182|36
уборке|258|347|183|54
нохегиих|473|352|245|36
хлебов,|747|337|207|68
высоко|965|347|177|37
качественный|44|396|367|47
ремонт|444|403|183|46
венинг|45|458|182|36
машин,Экономию|258|453|429|48
средств|721|451|213|45
на|965|449|57|35
рё-|1057|448|87|45
монте|45|508|152|36
на|228|508|57|34
10|319|496|62|46
на|995|500|57|34
—|1128|530|3|2
9|46|550|29|44
процентев,чтео|107|556|394|48
слособствевало|536|546|426|45
жолу-|995|550|149|45
чению|47|610|150|35
в|229|611|30|33
колхове|289|607|216|38
урожая|536|604|182|47
зершовых|754|603|242|46
куль|1026|600|118|46
тур|50|662|86|45
но|168|660|58|34
&41,2|259|649|120|55
центне|413|657|183|42
с|723|657|25|33
гёктара|782|654|212|45
и|1026|653|30|33
велового|47|710|241|38
сбора|302|702|170|53
68069|505|698|154|45
центнеров,|690|694|296|65
сахар|999|694|144|65
ной|46|754|91|45
свёклы|170|753|183|45
но|384|761|58|34
409|473|749|91|47
центнера|598|757|244|46
я|874|757|31|33
валово-|937|754|207|36
го|46|814|58|35
обе&ё|139|805|149|95
218695|320|802|183|46
центнеров,|536|795|300|64
надоя|845|806|151|42
моло|1028|804|116|36
ка|48|866|57|34
не|140|864|57|35
3896|225|847|123|66
кидограмиов|368|861|352|47
на|754|860|57|34
корову|845|857|184|47
к|1058|857|30|33
95|50|907|57|44
тенят-на|144|914|238|37
100|414|902|92|47
коров|539|910|152|47
и|721|911|30|34
нетелей,|784|896|235|68
вЫПо|1030|907|110|36
нению|48|968|151|35
плана|232|966|152|35
производстве:|417|960|389|49
зерна_на|851|960|252|45
10%|48|1008|91|46
свёклы|725|1003|181|46
-|936|1022|33|12
108,|997|1000|114|54
ЁЁЁОЕЁ|49|1070|180|96
-|261|1080|32|11
120,мясе|325|1057|243|55
—|600|1077|31|11
ТОТ,яиц|662|1055|214|54
на|909|1063|56|35
148%|998|1052|92|45
цента|140|1118|149|43
и|324|1119|30|34
нлана|387|1117|151|36
продажи|572|1115|212|46
государству|816|1113|328|45
зорна_|51|1171|148|45
иа|234|1170|57|35
105|307|1159|108|46
п|448|1169|31|34
хи|48|1223|65|35
-|141|1233|30|11
108|203|1211|87|45
,ияса|326|1219|119|37
-|478|1230|30|11
185,мелока|570|1208|275|56
-|876|1226|32|12
Т4с,|939|1205|113|53
НиЦ|51|1274|86|40
пв_ШЁБ|173|1240|181|67
процеитев,|388|1268|296|47
нятялетнего|696|1265|332|38
Пле|1063|1264|81|35
на|51|1323|58|35
производства|143|1320|365|48
продужция|52|1375|275|44
в|358|1375|30|34
&|417|1363|31|44
года|479|1372|148|41
Волотой|130|62|215|64
недиыэ|378|74|221|41
и|619|73|32|33
денежной|684|62|244|51
нреииой|38|119|217|55
в|285|128|31|34
разиере|349|124|213|47
двухсет|593|122|215|46
рублей|839|110|182|57
Сыирнова|40|55|242|55
Василия|317|53|212|45
Михайло-|563|50|244|45
зичв|24|96|135|67
,|168|134|14|25
Лу-|681|100|94|55
бенского|41|158|242|45
зявода|321|163|176|41
отройыа-|535|153|257|54
теризлов|45|216|241|46
Похтевского|315|205|336|45
ебл-|688|203|118|45
иехколхозстроя|40|264|429|46
Ва|39|72|59|44
выполнение|133|78|307|38
заде-|1026|72|146|40
Ния|41|132|90|36
н8|163|132|58|35
108|254|120|87|46
нрецентов|378|127|275|48
ири|686|127|89|46
внсооком|808|124|216|38
Ка-|1053|124|89|35
честве|43|183|181|36
работ,|256|169|174|63
внедрение|441|179|274|35
рЖшшт|747|168|420|95
с|43|236|26|34
экономическим|101|232|401|38
эффектоы|531|228|249|39
рублей|933|216|202|56
Овчинникова|41|47|340|46
Певла|409|45|151|46
Ивано-|593|33|184|56
вича,|16|96|169|64
брат|197|96|124|64
коиплеко-|503|105|274|37
ной|42|153|91|44
бригады|165|153|215|54
Карловского|474|156|271|48
с|44|214|26|35
тельного|179|198|256|65
ВЛ|571|194|83|65
еНия|658|194|114|65
!%:Пщ:вшо;?|40|209|551|100
еблибх-|541|247|236|64
колхозотроя|42|313|337|46
Ва|40|46|61|46
обеопечение|136|47|336|45
выпелнешния|503|50|305|38
бригадой|842|39|241|56
плана|43|108|150|36
работ|902|91|153|55
жа|1085|98|76|36
110-120|43|148|214|48
процектов,|271|142|316|65
уволичение|591|142|312|65
произво-|934|150|240|47
дительности|43|210|338|43
труда|415|207|146|46
на|595|208|59|34
9|689|196|29|45
процентов|750|203|296|47
new_document
Пастуха|40|45|216|53
Василия|287|44|213|43
фомича,|532|40|208|53
главного|41|102|243|37
инхенера|315|100|246|38
кох-|595|98|120|36
хоза|38|153|123|36
"7|197|142|59|45
а"|414|140|54|46
Городок-|536|149|209|46
ского|23|192|168|67
она|322|203|86|35
За|40|40|60|44
внедрение|132|47|277|46
механизации|440|45|336|41
трудоеикитх|812|41|301|47
процессезв|42|100|275|47
животноводства|347|96|427|42
на|810|95|57|35
95|903|84|56|45
про-|993|93|120|45
центов,|40|151|246|46
в|251|133|46|68
том|322|149|87|36
числе|442|149|151|35
подготовку|625|144|394|45
кормов|1115|144|28|33
на|43|204|56|34
100|131|192|93|46
процентов,|257|199|297|48
автоноение|566|196|304|38
на|902|196|57|35
1|993|185|26|44
и|42|255|30|34
лоение|104|252|184|43
ыа|318|252|59|34
90|412|241|58|44
процентев,|503|247|297|49
похеводотва|810|237|331|63
ва|43|306|57|35
95|136|295|56|45
процентов,|204|287|320|66
прогрессивных|534|287|407|66
прие-|963|295|151|47
моз-на|43|356|182|36
уборке|258|347|183|54
похегиих|473|352|245|36
хлебов,|747|337|207|68
высоко|965|337|177|68
качественный|44|396|367|47
ремонт|444|403|183|46
венных|45|458|182|36
машик,|258|456|176|45
экономию|441|453|246|38
средств|721|451|213|45
на|965|449|57|35
ре-|1057|448|87|45
монте|45|508|152|36
на|228|508|57|34
ТО|319|496|62|46
ироцентов,|394|503|316|48
горючего|720|500|242|48
на|995|500|57|34
_|1128|530|3|2
9|46|550|29|44
процентов,|107|556|394|48
что|410|542|100|66
способствовало|536|546|426|45
иожу-|995|550|149|45
чению|47|610|150|35
в|229|611|30|33
колхозе|289|607|216|38
урожая|536|604|182|47
зерновых|754|603|242|46
куль|1026|600|118|46
тур|50|662|86|45
но|168|660|58|34
41,2|259|649|120|55
центие|413|657|183|42
с|723|657|25|33
гектара|782|654|212|45
и|1026|653|30|33
валового|47|710|241|38
сбора|308|702|164|53
68069|505|698|154|45
центнеров,|690|694|297|65
сахар|999|694|145|65
ной|46|754|91|45
свёклы|170|753|183|45
но|384|761|58|34
403|473|749|91|47
центнера|598|757|244|46
я|874|757|31|33
залово-|937|754|207|36
го|46|814|58|35
сборе|139|799|145|105
218695|320|802|183|46
центнеров,|536|795|300|64
надоя|845|806|151|42
моло|1028|804|116|36
ка|48|866|57|34
пе|140|864|57|35
8898|203|847|145|66
килограммов|368|853|352|55
на|754|860|57|34
корову|845|857|184|47
